COD. UF;COD. MUNIC;POPULAÇÃO ESTIMADA;;;;;;
23;07254;27662;;;;;;
23;07304;303004;;;;;;
23;07403;24591;;;;;;
23;07502;32123;;;;;;
23;07601;62285;;;;;;
23;07635;17264;;;;;;
23;07650;249684;;;;;;
23;07700;108937;;;;;;
23;07809;27064;;;;;;
23;07908;11232;;;;;;
23;08005;39633;;;;;;
23;08104;47406;;;;;;
23;08203;15749;;;;;;
23;08302;26860;;;;;;
23;08351;14635;;;;;;
23;08377;14736;;;;;;
23;08401;38767;;;;;;
23;08500;38649;;;;;;
23;08609;17664;;;;;;
23;08708;65323;;;;;;
23;08807;8516;;;;;;
23;08906;23608;;;;;;
23;09003;14009;;;;;;
23;09102;10993;;;;;;
23;09201;15960;;;;;;
23;09300;32014;;;;;;
23;09409;29043;;;;;;
23;09458;25218;;;;;;
23;09508;20019;;;;;;
23;09607;74825;;;;;;
23;09706;85873;;;;;;
23;09805;11442;;;;;;
23;09904;6345;;;;;;
23;10001;9671;;;;;;
23;10100;10339;;;;;;
23;10209;41447;;;;;;
23;10258;33896;;;;;;
23;10308;32816;;;;;;
23;10407;10528;;;;;;
23;10506;42257;;;;;;
23;10605;9308;;;;;;
23;10704;39715;;;;;;
23;10803;15869;;;;;;
23;10852;24607;;;;;;
23;10902;17202;;;;;;
23;10951;10952;;;;;;
23;11009;12423;;;;;;
23;11108;17745;;;;;;
23;11207;8926;;;;;;
23;11231;6129;;;;;;
23;11264;20506;;;;;;
23;11306;88483;;;;;;
23;11355;16992;;;;;;
23;11405;85797;;;;;;
23;11504;21607;;;;;;
23;11603;28359;;;;;;
23;11702;19059;;;;;;
23;11801;74582;;;;;;
23;11900;14036;;;;;;
23;11959;17220;;;;;;
23;12007;32043;;;;;;
23;12106;17388;;;;;;
23;12205;41647;;;;;;
23;12304;49829;;;;;;
23;12403;57499;;;;;;
23;12502;5792;;;;;;
23;12601;10962;;;;;;
23;12700;25143;;;;;;
23;12809;7519;;;;;;
23;12908;215286;;;;;;
23;13005;18736;;;;;;
23;13104;32044;;;;;;
23;13203;25331;;;;;;
23;13252;7626;;;;;;
23;13302;64255;;;;;;
23;13351;17626;;;;;;
23;13401;86137;;;;;;
23;13500;61516;;;;;;
23;13559;15457;;;;;;
23;13609;34312;;;;;;
23;13708;6993;;;;;;
23;13757;17804;;;;;;
23;13807;21279;;;;;;
23;13906;14243;;;;;;
23;13955;18660;;;;;;
23;14003;40771;;;;;;
23;14102;62609;;;;;;
24;00109;10865;;;;;;
24;00208;58906;;;;;;
24;00307;11149;;;;;;
24;00406;3028;;;;;;
24;00505;14042;;;;;;
24;00604;4806;;;;;;
24;00703;12857;;;;;;
24;00802;11973;;;;;;
24;00901;6738;;;;;;
24;01008;37390;;;;;;
24;01107;24643;;;;;;
24;01206;13657;;;;;;
24;01305;10045;;;;;;
24;01404;9098;;;;;;
24;01453;28268;;;;;;
24;01503;4103;;;;;;
24;01602;4920;;;;;;
24;01651;2363;;;;;;
24;01701;10279;;;;;;
24;01800;12603;;;;;;
24;01859;6474;;;;;;
24;01909;3359;;;;;;
24;02006;63339;;;;;;
24;02105;10504;;;;;;
24;02204;30806;;;;;;
24;02303;20161;;;;;;
24;02402;8267;;;;;;
24;02501;10010;;;;;;
24;02600;83009;;;;;;
24;02709;11322;;;;;;
24;02808;5241;;;;;;
24;02907;4315;;;;;;
24;03004;8238;;;;;;
24;03103;42930;;;;;;
24;03202;7253;;;;;;
24;03251;269298;;;;;;
24;03301;6252;;;;;;
24;03400;5476;;;;;;
24;03509;10936;;;;;;
24;03608;66993;;;;;;
24;03707;6458;;;;;;
24;03756;3029;;;;;;
24;03806;10528;;;;;;
24;03905;2763;;;;;;
24;04002;4231;;;;;;
24;04101;2160;;;;;;
24;04200;28212;;;;;;
24;04309;12239;;;;;;
24;04408;10251;;;;;;
24;04507;15947;;;;;;
24;04606;11903;;;;;;
24;04705;14539;;;;;;
24;04804;2090;;;;;;
24;04853;7531;;;;;;
24;04903;5452;;;;;;
24;05009;8051;;;;;;
24;05108;6748;;;;;;
24;05207;4834;;;;;;
24;05306;8836;;;;;;
24;05405;5231;;;;;;
24;05504;2493;;;;;;
24;05603;14416;;;;;;
24;05702;11952;;;;;;
24;05801;34768;;;;;;
24;05900;2093;;;;;;
24;06007;5964;;;;;;
24;06106;18286;;;;;;
24;06155;3859;;;;;;
24;06205;6733;;;;;;
24;06304;7577;;;;;;
24;06403;2633;;;;;;
24;06502;16126;;;;;;
24;06601;8619;;;;;;
24;06700;10108;;;;;;
24;06809;4939;;;;;;
24;06908;3579;;;;;;
24;07005;9286;;;;;;
24;07104;86433;;;;;;
24;07203;28384;;;;;;
24;07252;4067;;;;;;
24;07302;8092;;;;;;
24;07401;8411;;;;;;
24;07500;10534;;;;;;
24;07609;4404;;;;;;
24;07708;11774;;;;;;
24;07807;23843;;;;;;
24;07906;2343;;;;;;
24;08003;278034;;;;;;
24;08102;785368;;;;;;
24;08201;33949;;;;;;
24;08300;35534;;;;;;
24;08409;3748;;;;;;
24;08508;5071;;;;;;
24;08607;4046;;;;;;
24;08706;3659;;;;;;
24;08805;4940;;;;;;
24;08904;22179;;;;;;
24;08953;10672;;;;;;
24;09100;11406;;;;;;
24;09209;3222;;;;;;
24;09308;11245;;;;;;
24;09332;4992;;;;;;
24;09407;31975;;;;;;
24;09506;3729;;;;;;
24;09605;2499;;;;;;
24;09704;6345;;;;;;
24;09803;14197;;;;;;
24;09902;12536;;;;;;
24;10009;3010;;;;;;
24;10108;12619;;;;;;
24;10207;7842;;;;;;
24;10256;5357;;;;;;
24;10306;11146;;;;;;
24;10405;9707;;;;;;
24;10504;5647;;;;;;
24;10603;3008;;;;;;
24;10702;2741;;;;;;
24;10801;4243;;;;;;
24;10900;7627;;;;;;
24;11007;4349;;;;;;
24;11056;5674;;;;;;
24;11106;3266;;;;;;
24;11205;38996;;;;;;
24;11403;12746;;;;;;
24;11429;2787;;;;;;
24;11502;22779;;;;;;
24;11601;3426;;;;;;
24;11700;3892;;;;;;
24;11809;3600;;;;;;
24;11908;4304;;;;;;
24;12005;123207;;;;;;
24;12104;6130;;;;;;
24;12203;49693;;;;;;
24;12302;11340;;;;;;
24;12401;4716;;;;;;
24;12500;24329;;;;;;
24;12559;10590;;;;;;
24;12609;17320;;;;;;
24;12708;5905;;;;;;
24;12807;7899;;;;;;
24;12906;10188;;;;;;
24;13003;6514;;;;;;
24;13102;6007;;;;;;
24;13201;4193;;;;;;
24;13300;5864;;;;;;
24;13359;13694;;;;;;
24;13409;7801;;;;;;
24;13508;6609;;;;;;
24;13557;4802;;;;;;
24;13607;5623;;;;;;
24;13706;4758;;;;;;
24;13805;2406;;;;;;
24;13904;11716;;;;;;
24;14001;13602;;;;;;
24;14100;10587;;;;;;
24;14159;6118;;;;;;
24;14209;17840;;;;;;
24;14308;2420;;;;;;
24;14407;34624;;;;;;
24;14456;3474;;;;;;
24;14506;10671;;;;;;
24;14605;14013;;;;;;
24;14704;5383;;;;;;
24;14753;3035;;;;;;
24;14803;11044;;;;;;
24;14902;1890;;;;;;
24;15008;3289;;;;;;
25;00106;9578;;;;;;
25;00205;5061;;;;;;
25;00304;26774;;;;;;
25;00403;21724;;;;;;
25;00502;14118;;;;;;
25;00536;5777;;;;;;
25;00577;3105;;;;;;
25;00601;22797;;;;;;
25;00700;18468;;;;;;
25;00734;2316;;;;;;
25;00775;8225;;;;;;
25;00809;17012;;;;;;
25;00908;12496;;;;;;
25;01005;17442;;;;;;
25;01104;23082;;;;;;
25;01153;2036;;;;;;
25;01203;7393;;;;;;
25;01302;19148;;;;;;
25;01351;4342;;;;;;
25;01401;9648;;;;;;
25;01500;23989;;;;;;
25;01534;4968;;;;;;
25;01575;8253;;;;;;
25;01609;13094;;;;;;
25;01708;6101;;;;;;
25;01807;84404;;;;;;
25;01906;16740;;;;;;
25;02003;6324;;;;;;
25;02052;3650;;;;;;
25;02102;5277;;;;;;
25;02151;6575;;;;;;
25;02201;2333;;;;;;
25;02300;4740;;;;;;
25;02409;10460;;;;;;
25;02508;18153;;;;;;
25;02607;5743;;;;;;
25;02706;4231;;;;;;
25;02805;14050;;;;;;
25;02904;5840;;;;;;
25;03001;21865;;;;;;
25;03100;5515;;;;;;
25;03209;70067;;;;;;
25;03308;9351;;;;;;
25;03407;3354;;;;;;
25;03506;16373;;;;;;
25;03555;7478;;;;;;
25;03605;6713;;;;;;
25;03704;66171;;;;;;
25;03753;2776;;;;;;
25;03803;5928;;;;;;
25;03902;6298;;;;;;
25;04009;440939;;;;;;
25;04033;7347;;;;;;
25;04074;4059;;;;;;
25;04108;2367;;;;;;
25;04157;7056;;;;;;
25;04207;4572;;;;;;
25;04306;32118;;;;;;
25;04355;5492;;;;;;
25;04405;18723;;;;;;
25;04504;6624;;;;;;
25;04603;29543;;;;;;
25;04702;5102;;;;;;
25;04801;15005;;;;;;
25;04850;1882;;;;;;
25;04900;17718;;;;;;
25;05006;7820;;;;;;
25;05105;20205;;;;;;
25;05204;6894;;;;;;
25;05238;6431;;;;;;
25;05279;5406;;;;;;
25;05303;2327;;;;;;
25;05352;5131;;;;;;
25;05402;8300;;;;;;
25;05501;3759;;;;;;
25;05600;6431;;;;;;
25;05709;10640;;;;;;
25;05808;3377;;;;;;
25;05907;3053;;;;;;
25;06004;32522;;;;;;
25;06103;11315;;;;;;
25;06202;2913;;;;;;
25;06251;8395;;;;;;
25;06301;59836;;;;;;
25;06400;14133;;;;;;
25;06509;3343;;;;;;
25;06608;5733;;;;;;
25;06707;10550;;;;;;
25;06806;18197;;;;;;
25;06905;23621;;;;;;
25;07002;24686;;;;;;
25;07101;19054;;;;;;
25;07200;10816;;;;;;
25;07309;14923;;;;;;
25;07408;7721;;;;;;
25;07507;888679;;;;;;
25;07606;8057;;;;;;
25;07705;17488;;;;;;
25;07804;7002;;;;;;
25;07903;10259;;;;;;
25;08000;9410;;;;;;
25;08109;4502;;;;;;
25;08208;8088;;;;;;
25;08307;29053;;;;;;
25;08406;3292;;;;;;
25;08505;7045;;;;;;
25;08554;5045;;;;;;
25;08604;13019;;;;;;
25;08703;3624;;;;;;
25;08802;6259;;;;;;
25;08901;46719;;;;;;
25;09008;10700;;;;;;
25;09057;9435;;;;;;
25;09107;22126;;;;;;
25;09156;6960;;;;;;
25;09206;14666;;;;;;
25;09305;8585;;;;;;
25;09339;4735;;;;;;
25;09370;2592;;;;;;
25;09396;6677;;;;;;
25;09404;14375;;;;;;
25;09503;6083;;;;;;
25;09602;4435;;;;;;
25;09701;33742;;;;;;
25;09800;8945;;;;;;
25;09909;9014;;;;;;
25;10006;7392;;;;;;
25;10105;9884;;;;;;
25;10204;5909;;;;;;
25;10303;4362;;;;;;
25;10402;6111;;;;;;
25;10501;3674;;;;;;
25;10600;2998;;;;;;
25;10659;1751;;;;;;
25;10709;2562;;;;;;
25;10808;107774;;;;;;
25;10907;12160;;;;;;
25;11004;3846;;;;;;
25;11103;6998;;;;;;
25;11202;31152;;;;;;
25;11301;17006;;;;;;
25;11400;18835;;;;;;
25;11509;12801;;;;;;
25;11608;6979;;;;;;
25;11707;5514;;;;;;
25;11806;9467;;;;;;
25;11905;17164;;;;;;
25;12002;17990;;;;;;
25;12036;3932;;;;;;
25;12077;4120;;;;;;
25;12101;33796;;;;;;
25;12200;4027;;;;;;
25;12309;21659;;;;;;
25;12408;14837;;;;;;
25;12507;50214;;;;;;
25;12606;1798;;;;;;
25;12705;18373;;;;;;
25;12721;5925;;;;;;
25;12747;2964;;;;;;
25;12754;4877;;;;;;
25;12762;4946;;;;;;
25;12788;2044;;;;;;
25;12804;8762;;;;;;
25;12903;25394;;;;;;
25;13000;3437;;;;;;
25;13109;11760;;;;;;
25;13158;8031;;;;;;
25;13208;6041;;;;;;
25;13307;6020;;;;;;
25;13356;3274;;;;;;
25;13406;15387;;;;;;
25;13505;5106;;;;;;
25;13604;6657;;;;;;
25;13653;2606;;;;;;
25;13703;159121;;;;;;
25;13802;4499;;;;;;
25;13851;2702;;;;;;
25;13901;33700;;;;;;
25;13927;4473;;;;;;
25;13943;2676;;;;;;
25;13968;2636;;;;;;
25;13984;3190;;;;;;
25;14008;4341;;;;;;
25;14107;4363;;;;;;
25;14206;7270;;;;;;
25;14305;5032;;;;;;
25;14404;4099;;;;;;
25;14453;6105;;;;;;
25;14503;19552;;;;;;
25;14552;3383;;;;;;
25;14602;3333;;;;;;
25;14651;1748;;;;;;
25;14701;4270;;;;;;
25;14800;3474;;;;;;
25;14909;7640;;;;;;
25;15005;7287;;;;;;
25;15104;11365;;;;;;
25;15203;3376;;;;;;
25;15302;53309;;;;;;
25;15401;10620;;;;;;
25;15500;14075;;;;;;
25;15609;3162;;;;;;
25;15708;3043;;;;;;
25;15807;6984;;;;;;
25;15906;4839;;;;;;
25;15930;5282;;;;;;
25;15971;8579;;;;;;
25;16003;27749;;;;;;
25;16102;14381;;;;;;
25;16151;3461;;;;;;
25;16201;69876;;;;;;
25;16300;17763;;;;;;
25;16409;7934;;;;;;
25;16508;14376;;;;;;
25;16607;14464;;;;;;
25;16706;15082;;;;;;
25;16755;3069;;;;;;
25;16805;10259;;;;;;
25;16904;15386;;;;;;
25;17001;9302;;;;;;
25;17100;2764;;;;;;
25;17209;4974;;;;;;
25;17407;2310;;;;;;
26;00054;103945;;;;;;
26;00104;42407;;;;;;
26;00203;19349;;;;;;
26;00302;24615;;;;;;
26;00401;27221;;;;;;
26;00500;43713;;;;;;
26;00609;14355;;;;;;
26;00708;37372;;;;;;
26;00807;21185;;;;;;
26;00906;18471;;;;;;
26;01003;10580;;;;;;
26;01052;19936;;;;;;
26;01102;90104;;;;;;
26;01201;82003;;;;;;
26;01300;12616;;;;;;
26;01409;42056;;;;;;
26;01508;10829;;;;;;
26;01607;18713;;;;;;
26;01706;83647;;;;;;
26;01805;11981;;;;;;
26;01904;64809;;;;;;
26;02001;36129;;;;;;
26;02100;46192;;;;;;
26;02209;39278;;;;;;
26;02308;39163;;;;;;
26;02407;9399;;;;;;
26;02506;8010;;;;;;
26;02605;51107;;;;;;
26;02704;13254;;;;;;
26;02803;54425;;;;;;
26;02902;216969;;;;;;
26;03009;31746;;;;;;
26;03108;20612;;;;;;
26;03207;30441;;;;;;
26;03306;11445;;;;;;
26;03405;5367;;;;;;
26;03454;155771;;;;;;
26;03504;17991;;;;;;
26;03603;7972;;;;;;
26;03702;25090;;;;;;
26;03801;18890;;;;;;
26;03900;19513;;;;;;
26;03926;12682;;;;;;
26;04007;83205;;;;;;
26;04106;402290;;;;;;
26;04155;13489;;;;;;
26;04205;33279;;;;;;
26;04304;10845;;;;;;
26;04403;13461;;;;;;
26;04502;21224;;;;;;
26;04601;25383;;;;;;
26;04700;17660;;;;;;
26;04809;10512;;;;;;
26;04908;16252;;;;;;
26;05004;24301;;;;;;
26;05103;39403;;;;;;
26;05152;17749;;;;;;
26;05202;62252;;;;;;
26;05301;33436;;;;;;
26;05400;22169;;;;;;
26;05459;3316;;;;;;
26;05509;15794;;;;;;
26;05608;20835;;;;;;
26;05707;31627;;;;;;
26;05806;14070;;;;;;
26;05905;17973;;;;;;
26;06002;151064;;;;;;
26;06101;30370;;;;;;
26;06200;85160;;;;;;
26;06309;7206;;;;;;
26;06408;91887;;;;;;
26;06507;17605;;;;;;
26;06606;28760;;;;;;
26;06705;7344;;;;;;
26;06804;122312;;;;;;
26;06903;11366;;;;;;
26;07000;27488;;;;;;
26;07109;4959;;;;;;
26;07208;105638;;;;;;
26;07307;30603;;;;;;
26;07406;4490;;;;;;
26;07505;33691;;;;;;
26;07604;25529;;;;;;
26;07653;36626;;;;;;
26;07703;14232;;;;;;
26;07752;29463;;;;;;
26;07802;17109;;;;;;
26;07901;683285;;;;;;
26;07950;10483;;;;;;
26;08008;16323;;;;;;
26;08057;14463;;;;;;
26;08107;28903;;;;;;
26;08206;13506;;;;;;
26;08255;11975;;;;;;
26;08305;15943;;;;;;
26;08404;14027;;;;;;
26;08453;18708;;;;;;
26;08503;19915;;;;;;
26;08602;12364;;;;;;
26;08701;14386;;;;;;
26;08750;24952;;;;;;
26;08800;41786;;;;;;
26;08909;59125;;;;;;
26;09006;24624;;;;;;
26;09105;11471;;;;;;
26;09154;26773;;;;;;
26;09204;9432;;;;;;
26;09303;14599;;;;;;
26;09402;57647;;;;;;
26;09501;32153;;;;;;
26;09600;365402;;;;;;
26;09709;22438;;;;;;
26;09808;14100;;;;;;
26;09907;68329;;;;;;
26;10004;56615;;;;;;
26;10103;7154;;;;;;
26;10202;23449;;;;;;
26;10301;12712;;;;;;
26;10400;19028;;;;;;
26;10509;29719;;;;;;
26;10608;59638;;;;;;
26;10707;362960;;;;;;
26;10806;23605;;;;;;
26;10905;65408;;;;;;
26;11002;35991;;;;;;
26;11101;414083;;;;;;
26;11200;10805;;;;;;
26;11309;26847;;;;;;
26;11408;14351;;;;;;
26;11507;17974;;;;;;
26;11533;6755;;;;;;
26;11606;1587707;;;;;;
26;11705;21411;;;;;;
26;11804;34255;;;;;;
26;11903;20460;;;;;;
26;12000;11218;;;;;;
26;12109;5620;;;;;;
26;12208;65635;;;;;;
26;12307;14173;;;;;;
26;12406;18933;;;;;;
26;12455;14320;;;;;;
26;12471;11933;;;;;;
26;12505;104277;;;;;;
26;12554;12402;;;;;;
26;12604;42682;;;;;;
26;12703;14533;;;;;;
26;12802;10513;;;;;;
26;12901;13479;;;;;;
26;13008;51264;;;;;;
26;13107;39117;;;;;;
26;13206;24772;;;;;;
26;13305;20440;;;;;;
26;13404;19468;;;;;;
26;13503;36752;;;;;;
26;13602;32491;;;;;;
26;13701;117759;;;;;;
26;13800;17176;;;;;;
26;13909;98143;;;;;;
26;14006;18759;;;;;;
26;14105;34269;;;;;;
26;14204;39233;;;;;;
26;14303;10849;;;;;;
26;14402;5403;;;;;;
26;14501;67515;;;;;;
26;14600;29093;;;;;;
26;14709;14277;;;;;;
26;14808;24803;;;;;;
26;14857;24534;;;;;;
26;15003;25497;;;;;;
26;15102;6857;;;;;;
26;15201;9221;;;;;;
26;15300;47575;;;;;;
26;15409;43636;;;;;;
26;15508;14393;;;;;;
26;15607;32086;;;;;;
26;15706;15142;;;;;;
26;15805;27009;;;;;;
26;15904;8252;;;;;;
26;16001;17609;;;;;;
26;16100;9474;;;;;;
26;16183;7782;;;;;;
26;16209;22955;;;;;;
26;16308;27297;;;;;;
26;16407;143799;;;;;;
26;16506;11791;;;;;;
27;00102;19550;;;;;;
27;00201;14193;;;;;;
27;00300;243661;;;;;;
27;00409;38530;;;;;;
27;00508;16735;;;;;;
27;00607;8118;;;;;;
27;00706;17103;;;;;;
27;00805;4820;;;;;;
27;00904;5898;;;;;;
27;01001;21517;;;;;;
27;01100;9786;;;;;;
27;01209;10701;;;;;;
27;01308;16605;;;;;;
27;01357;6807;;;;;;
27;01407;32714;;;;;;
27;01506;8293;;;;;;
27;01605;15743;;;;;;
27;01704;15068;;;;;;
27;01803;9200;;;;;;
27;01902;6010;;;;;;
27;02009;11036;;;;;;
27;02108;15949;;;;;;
27;02207;5700;;;;;;
27;02306;51788;;;;;;
27;02355;26115;;;;;;
27;02405;52809;;;;;;
27;02504;9906;;;;;;
27;02553;15701;;;;;;
27;02603;23191;;;;;;
27;02702;4038;;;;;;
27;02801;9767;;;;;;
27;02900;37335;;;;;;
27;03007;13992;;;;;;
27;03106;24452;;;;;;
27;03205;22125;;;;;;
27;03304;15417;;;;;;
27;03403;5182;;;;;;
27;03502;5432;;;;;;
27;03601;9443;;;;;;
27;03700;5075;;;;;;
27;03759;9625;;;;;;
27;03809;17386;;;;;;
27;03908;4176;;;;;;
27;04005;24381;;;;;;
27;04104;18831;;;;;;
27;04203;25197;;;;;;
27;04302;994464;;;;;;
27;04401;17834;;;;;;
27;04500;33232;;;;;;
27;04609;9715;;;;;;
27;04708;62341;;;;;;
27;04807;13968;;;;;;
27;04906;3212;;;;;;
27;05002;22147;;;;;;
27;05101;24330;;;;;;
27;05200;15707;;;;;;
27;05309;4938;;;;;;
27;05408;7341;;;;;;
27;05507;25933;;;;;;
27;05606;10298;;;;;;
27;05705;21132;;;;;;
27;05804;8522;;;;;;
27;05903;4384;;;;;;
27;06000;11048;;;;;;
27;06109;11699;;;;;;
27;06208;4410;;;;;;
27;06307;73596;;;;;;
27;06406;24291;;;;;;
27;06422;10803;;;;;;
27;06448;14176;;;;;;
27;06505;14076;;;;;;
27;06604;6697;;;;;;
27;06703;60189;;;;;;
27;06802;16201;;;;;;
27;06901;36499;;;;;;
27;07008;2786;;;;;;
27;07107;23053;;;;;;
27;07206;12974;;;;;;
27;07305;24520;;;;;;
27;07404;9508;;;;;;
27;07503;20262;;;;;;
27;07602;11305;;;;;;
27;07701;97435;;;;;;
27;07800;6607;;;;;;
27;07909;7065;;;;;;
27;08006;47397;;;;;;
27;08105;11568;;;;;;
27;08204;6557;;;;;;
27;08303;21193;;;;;;
27;08402;31557;;;;;;
27;08501;31792;;;;;;
27;08600;53391;;;;;;
27;08709;8687;;;;;;
27;08808;32701;;;;;;
27;08907;25000;;;;;;
27;08956;12549;;;;;;
27;09004;5909;;;;;;
27;09103;19422;;;;;;
27;09152;39161;;;;;;
27;09202;24124;;;;;;
27;09301;60874;;;;;;
27;09400;24423;;;;;;
28;00100;2206;;;;;;
28;00209;20542;;;;;;
28;00308;628849;;;;;;
28;00407;10483;;;;;;
28;00506;18560;;;;;;
28;00605;44384;;;;;;
28;00670;25038;;;;;;
28;00704;8016;;;;;;
28;01009;18646;;;;;;
28;01108;3855;;;;;;
28;01207;27885;;;;;;
28;01306;32716;;;;;;
28;01405;20315;;;;;;
28;01504;14179;;;;;;
28;01603;5482;;;;;;
28;01702;17539;;;;;;
28;01900;3906;;;;;;
28;02007;4433;;;;;;
28;02106;66978;;;;;;
28;02205;6207;;;;;;
28;02304;14884;;;;;;
28;02403;11301;;;;;;
28;02502;3111;;;;;;
28;02601;5979;;;;;;
28;02700;8495;;;;;;
28;02809;16949;;;;;;
28;02908;108408;;;;;;
28;03005;42114;;;;;;
28;03104;4823;;;;;;
28;03203;35863;;;;;;
28;03302;16472;;;;;;
28;03401;13707;;;;;;
28;03500;105558;;;;;;
28;03609;24170;;;;;;
28;03708;7024;;;;;;
28;03807;3666;;;;;;
28;03906;11728;;;;;;
28;04003;15975;;;;;;
28;04102;11288;;;;;;
28;04201;14732;;;;;;
28;04300;8033;;;;;;
28;04409;16558;;;;;;
28;04458;9496;;;;;;
28;04508;43255;;;;;;
28;04607;25537;;;;;;
28;04706;6404;;;;;;
28;04805;202450;;;;;;
28;04904;12709;;;;;;
28;05000;2818;;;;;;
28;05109;7416;;;;;;
28;05208;5769;;;;;;
28;05307;8037;;;;;;
28;05406;34723;;;;;;
28;05505;22214;;;;;;
28;05604;27350;;;;;;
28;05703;27273;;;;;;
28;05802;18579;;;;;;
28;05901;8875;;;;;;
28;06008;17362;;;;;;
28;06107;9499;;;;;;
28;06206;20772;;;;;;
28;06305;13965;;;;;;
28;06404;7530;;;;;;
28;06503;4038;;;;;;
28;06602;11297;;;;;;
28;06701;100360;;;;;;
28;06800;10550;;;;;;
28;06909;3323;;;;;;
28;07006;3481;;;;;;
28;07105;44285;;;;;;
28;07204;7984;;;;;;
28;07303;3373;;;;;;
28;07402;52613;;;;;;
28;07501;12145;;;;;;
28;07600;24538;;;;;;
29;00108;7452;;;;;;
29;00207;18240;;;;;;
29;00306;14215;;;;;;
29;00355;14554;;;;;;
29;00405;14871;;;;;;
29;00504;10948;;;;;;
29;00603;4586;;;;;;
29;00702;160662;;;;;;
29;00801;25494;;;;;;
29;00900;5327;;;;;;
29;01007;38478;;;;;;
29;01106;24848;;;;;;
29;01155;15583;;;;;;
29;01205;26715;;;;;;
29;01304;13531;;;;;;
29;01353;15485;;;;;;
29;01403;14178;;;;;;
29;01502;11456;;;;;;
29;01601;15061;;;;;;
29;01700;11501;;;;;;
29;01809;11236;;;;;;
29;01908;16379;;;;;;
29;01957;7114;;;;;;
29;02005;14422;;;;;;
29;02054;11946;;;;;;
29;02104;50336;;;;;;
29;02203;10122;;;;;;
29;02252;10463;;;;;;
29;02302;8981;;;;;;
29;02401;11409;;;;;;
29;02500;14110;;;;;;
29;02609;18680;;;;;;
29;02658;12309;;;;;;
29;02708;53528;;;;;;
29;02807;27582;;;;;;
29;02906;38481;;;;;;
29;03003;14345;;;;;;
29;03102;5920;;;;;;
29;03201;170667;;;;;;
29;03235;13911;;;;;;
29;03276;15743;;;;;;
29;03300;5966;;;;;;
29;03409;20567;;;;;;
29;03508;19042;;;;;;
29;03607;15606;;;;;;
29;03706;14052;;;;;;
29;03805;17307;;;;;;
29;03904;68704;;;;;;
29;03953;10028;;;;;;
29;04001;14104;;;;;;
29;04050;16393;;;;;;
29;04100;19829;;;;;;
29;04209;11411;;;;;;
29;04308;13272;;;;;;
29;04407;9377;;;;;;
29;04506;12169;;;;;;
29;04605;74095;;;;;;
29;04704;15056;;;;;;
29;04753;20212;;;;;;
29;04803;6224;;;;;;
29;04852;17039;;;;;;
29;04902;30550;;;;;;
29;05008;23246;;;;;;
29;05107;10729;;;;;;
29;05156;11500;;;;;;
29;05206;54572;;;;;;
29;05305;18039;;;;;;
29;05404;18486;;;;;;
29;05503;13566;;;;;;
29;05602;22756;;;;;;
29;05701;319394;;;;;;
29;05800;31775;;;;;;
29;05909;32377;;;;;;
29;06006;74894;;;;;;
29;06105;10612;;;;;;
29;06204;24989;;;;;;
29;06303;34343;;;;;;
29;06402;7969;;;;;;
29;06501;75083;;;;;;
29;06600;13425;;;;;;
29;06709;26465;;;;;;
29;06808;39556;;;;;;
29;06824;16662;;;;;;
29;06857;11055;;;;;;
29;06873;35228;;;;;;
29;06899;10260;;;;;;
29;06907;21229;;;;;;
29;07004;8634;;;;;;
29;07103;30375;;;;;;
29;07202;75815;;;;;;
29;07301;25471;;;;;;
29;07400;3560;;;;;;
29;07509;50153;;;;;;
29;07558;9115;;;;;;
29;07608;16849;;;;;;
29;07707;10929;;;;;;
29;07806;32268;;;;;;
29;07905;17836;;;;;;
29;08002;17663;;;;;;
29;08101;19817;;;;;;
29;08200;21499;;;;;;
29;08309;16184;;;;;;
29;08408;71316;;;;;;
29;08507;37409;;;;;;
29;08606;24434;;;;;;
29;08705;17571;;;;;;
29;08804;4490;;;;;;
29;08903;28258;;;;;;
29;09000;7763;;;;;;
29;09109;14464;;;;;;
29;09208;17593;;;;;;
29;09307;34179;;;;;;
29;09406;13472;;;;;;
29;09505;4514;;;;;;
29;09604;20343;;;;;;
29;09703;14514;;;;;;
29;09802;63203;;;;;;
29;09901;36021;;;;;;
29;10008;11094;;;;;;
29;10057;75053;;;;;;
29;10107;12309;;;;;;
29;10206;4588;;;;;;
29;10305;8066;;;;;;
29;10404;19535;;;;;;
29;10503;39902;;;;;;
29;10602;34146;;;;;;
29;10701;64547;;;;;;
29;10727;120515;;;;;;
29;10750;18469;;;;;;
29;10776;5825;;;;;;
29;10800;657948;;;;;;
29;10859;18573;;;;;;
29;10909;5006;;;;;;
29;11006;11442;;;;;;
29;11105;27421;;;;;;
29;11204;33938;;;;;;
29;11253;4493;;;;;;
29;11303;11263;;;;;;
29;11402;16072;;;;;;
29;11501;5567;;;;;;
29;11600;21314;;;;;;
29;11659;8225;;;;;;
29;11709;93065;;;;;;
29;11808;19490;;;;;;
29;11857;13074;;;;;;
29;11907;25333;;;;;;
29;12004;10754;;;;;;
29;12103;22200;;;;;;
29;12202;21690;;;;;;
29;12301;14306;;;;;;
29;12400;17128;;;;;;
29;12509;14316;;;;;;
29;12608;3837;;;;;;
29;12707;26794;;;;;;
29;12806;9259;;;;;;
29;12905;19375;;;;;;
29;13002;15062;;;;;;
29;13101;17509;;;;;;
