COD. UF;COD. MUNIC;POPULAÇÃO ESTIMADA;;;;;;
29;13200;27670;;;;;;
29;13309;6415;;;;;;
29;13408;16047;;;;;;
29;13457;13528;;;;;;
29;13507;21897;;;;;;
29;13606;189028;;;;;;
29;13705;35397;;;;;;
29;13804;14064;;;;;;
29;13903;42507;;;;;;
29;14000;59264;;;;;;
29;14109;10318;;;;;;
29;14208;6255;;;;;;
29;14307;11060;;;;;;
29;14406;24759;;;;;;
29;14505;29509;;;;;;
29;14604;78425;;;;;;
29;14653;29563;;;;;;
29;14703;68244;;;;;;
29;14802;196676;;;;;;
29;14901;29337;;;;;;
29;15007;13822;;;;;;
29;15106;14314;;;;;;
29;15205;15792;;;;;;
29;15304;6512;;;;;;
29;15353;12683;;;;;;
29;15403;6157;;;;;;
29;15502;19249;;;;;;
29;15601;62065;;;;;;
29;15700;7219;;;;;;
29;15809;25108;;;;;;
29;15908;6087;;;;;;
29;16005;18258;;;;;;
29;16104;20369;;;;;;
29;16203;10658;;;;;;
29;16302;9501;;;;;;
29;16401;68735;;;;;;
29;16500;33254;;;;;;
29;16609;10630;;;;;;
29;16708;8448;;;;;;
29;16807;17517;;;;;;
29;16856;16375;;;;;;
29;16906;11261;;;;;;
29;17003;35491;;;;;;
29;17102;16945;;;;;;
29;17201;18493;;;;;;
29;17300;22299;;;;;;
29;17334;11532;;;;;;
29;17359;9592;;;;;;
29;17409;14901;;;;;;
29;17508;86649;;;;;;
29;17607;47738;;;;;;
29;17706;34440;;;;;;
29;17805;18300;;;;;;
29;17904;9535;;;;;;
29;18001;168733;;;;;;
29;18100;39501;;;;;;
29;18209;14066;;;;;;
29;18308;14815;;;;;;
29;18357;25799;;;;;;
29;18407;254481;;;;;;
29;18456;9944;;;;;;
29;18506;16956;;;;;;
29;18555;6059;;;;;;
29;18605;7585;;;;;;
29;18704;4221;;;;;;
29;18753;14546;;;;;;
29;18803;21704;;;;;;
29;18902;3986;;;;;;
29;19009;3621;;;;;;
29;19058;7702;;;;;;
29;19108;9305;;;;;;
29;19157;26998;;;;;;
29;19207;217960;;;;;;
29;19306;11170;;;;;;
29;19405;12208;;;;;;
29;19504;46249;;;;;;
29;19553;116662;;;;;;
29;19603;10758;;;;;;
29;19702;22596;;;;;;
29;19801;43725;;;;;;
29;19900;7455;;;;;;
29;19926;19173;;;;;;
29;19959;7212;;;;;;
29;20007;9011;;;;;;
29;20106;18161;;;;;;
29;20205;15834;;;;;;
29;20304;8972;;;;;;
29;20403;14295;;;;;;
29;20452;14484;;;;;;
29;20502;29197;;;;;;
29;20601;37225;;;;;;
29;20700;25626;;;;;;
29;20809;9507;;;;;;
29;20908;13941;;;;;;
29;21005;44839;;;;;;
29;21054;10629;;;;;;
29;21104;22925;;;;;;
29;21203;25317;;;;;;
29;21302;11434;;;;;;
29;21401;16185;;;;;;
29;21450;10523;;;;;;
29;21500;49823;;;;;;
29;21609;8232;;;;;;
29;21708;35224;;;;;;
29;21807;11487;;;;;;
29;21906;12650;;;;;;
29;22003;40005;;;;;;
29;22052;13625;;;;;;
29;22102;17417;;;;;;
29;22201;7443;;;;;;
29;22250;10796;;;;;;
29;22300;30146;;;;;;
29;22409;20612;;;;;;
29;22508;28403;;;;;;
29;22607;12418;;;;;;
29;22656;19500;;;;;;
29;22706;14035;;;;;;
29;22730;8264;;;;;;
29;22755;6701;;;;;;
29;22805;8059;;;;;;
29;22854;7708;;;;;;
29;22904;24906;;;;;;
29;23001;41551;;;;;;
29;23035;11565;;;;;;
29;23050;11197;;;;;;
29;23100;23085;;;;;;
29;23209;21334;;;;;;
29;23308;7939;;;;;;
29;23357;20037;;;;;;
29;23407;20677;;;;;;
29;23506;10819;;;;;;
29;23605;21009;;;;;;
29;23704;30671;;;;;;
29;23803;27866;;;;;;
29;23902;9584;;;;;;
29;24009;119128;;;;;;
29;24058;13675;;;;;;
29;24108;6415;;;;;;
29;24207;14288;;;;;;
29;24306;20859;;;;;;
29;24405;37272;;;;;;
29;24504;15146;;;;;;
29;24603;19625;;;;;;
29;24652;10656;;;;;;
29;24678;11429;;;;;;
29;24702;9255;;;;;;
29;24801;17838;;;;;;
29;24900;8254;;;;;;
29;25006;24036;;;;;;
29;25105;50642;;;;;;
29;25204;33608;;;;;;
29;25253;18670;;;;;;
29;25303;181007;;;;;;
29;25402;10636;;;;;;
29;25501;37241;;;;;;
29;25600;15650;;;;;;
29;25709;12986;;;;;;
29;25758;29343;;;;;;
29;25808;27362;;;;;;
29;25907;26457;;;;;;
29;25931;9815;;;;;;
29;25956;20146;;;;;;
29;26004;42746;;;;;;
29;26103;14147;;;;;;
29;26202;22323;;;;;;
29;26301;35118;;;;;;
29;26400;32103;;;;;;
29;26509;14525;;;;;;
29;26608;56170;;;;;;
29;26657;10039;;;;;;
29;26707;13627;;;;;;
29;26806;13520;;;;;;
29;26905;10801;;;;;;
29;27002;36997;;;;;;
29;27101;10801;;;;;;
29;27200;29606;;;;;;
29;27309;15568;;;;;;
29;27408;2568928;;;;;;
29;27507;21723;;;;;;
29;27606;15421;;;;;;
29;27705;30862;;;;;;
29;27804;4721;;;;;;
29;27903;10628;;;;;;
29;28000;39922;;;;;;
29;28059;14377;;;;;;
29;28109;40467;;;;;;
29;28208;25520;;;;;;
29;28307;9023;;;;;;
29;28406;28826;;;;;;
29;28505;10847;;;;;;
29;28604;58413;;;;;;
29;28703;109267;;;;;;
29;28802;54940;;;;;;
29;28901;34783;;;;;;
29;28950;8693;;;;;;
29;29008;11198;;;;;;
29;29057;15740;;;;;;
29;29107;20918;;;;;;
29;29206;40932;;;;;;
29;29255;19210;;;;;;
29;29305;41909;;;;;;
29;29354;5451;;;;;;
29;29370;10556;;;;;;
29;29404;10634;;;;;;
29;29503;42936;;;;;;
29;29602;18609;;;;;;
29;29701;16485;;;;;;
29;29750;11842;;;;;;
29;29800;10715;;;;;;
29;29909;48530;;;;;;
29;30006;9610;;;;;;
29;30105;77976;;;;;;
29;30154;36119;;;;;;
29;30204;40147;;;;;;
29;30303;17580;;;;;;
29;30402;18685;;;;;;
29;30501;84428;;;;;;
29;30600;13831;;;;;;
29;30709;120394;;;;;;
29;30758;13935;;;;;;
29;30766;14359;;;;;;
29;30774;26959;;;;;;
29;30808;17674;;;;;;
29;30907;12368;;;;;;
29;31004;21741;;;;;;
29;31053;17770;;;;;;
29;31103;7983;;;;;;
29;31202;18571;;;;;;
29;31301;16253;;;;;;
29;31350;153332;;;;;;
29;31400;7301;;;;;;
29;31509;21827;;;;;;
29;31608;15919;;;;;;
29;31707;11035;;;;;;
29;31806;16691;;;;;;
29;31905;50959;;;;;;
29;32002;25441;;;;;;
29;32101;19162;;;;;;
29;32200;17967;;;;;;
29;32309;16097;;;;;;
29;32408;13880;;;;;;
29;32457;13888;;;;;;
29;32507;18403;;;;;;
29;32606;15794;;;;;;
29;32705;22130;;;;;;
29;32804;16691;;;;;;
29;32903;90028;;;;;;
29;33000;25126;;;;;;
29;33059;14279;;;;;;
29;33109;8344;;;;;;
29;33158;13847;;;;;;
29;33174;10296;;;;;;
29;33208;44978;;;;;;
29;33257;6171;;;;;;
29;33307;394024;;;;;;
29;33406;9847;;;;;;
29;33455;13436;;;;;;
29;33505;25430;;;;;;
29;33604;46979;;;;;;
31;00104;6365;;;;;;
31;00203;23161;;;;;;
31;00302;14312;;;;;;
31;00401;3997;;;;;;
31;00500;8995;;;;;;
31;00609;12545;;;;;;
31;00708;2165;;;;;;
31;00807;4490;;;;;;
31;00906;18841;;;;;;
31;01003;14486;;;;;;
31;01102;26165;;;;;;
31;01201;6382;;;;;;
31;01300;2816;;;;;;
31;01409;3023;;;;;;
31;01508;31333;;;;;;
31;01607;81950;;;;;;
31;01631;7184;;;;;;
31;01706;41894;;;;;;
31;01805;7029;;;;;;
31;01904;18672;;;;;;
31;02001;14253;;;;;;
31;02050;5982;;;;;;
31;02100;10994;;;;;;
31;02209;4012;;;;;;
31;02308;15360;;;;;;
31;02407;4322;;;;;;
31;02506;4595;;;;;;
31;02605;42282;;;;;;
31;02704;9333;;;;;;
31;02803;12169;;;;;;
31;02852;7860;;;;;;
31;02902;11345;;;;;;
31;03009;9388;;;;;;
31;03108;1558;;;;;;
31;03207;2224;;;;;;
31;03306;2095;;;;;;
31;03405;35250;;;;;;
31;03504;122874;;;;;;
31;03603;2991;;;;;;
31;03702;8218;;;;;;
31;03751;8935;;;;;;
31;03801;2674;;;;;;
31;03900;9556;;;;;;
31;04007;117677;;;;;;
31;04106;9348;;;;;;
31;04205;43348;;;;;;
31;04304;14212;;;;;;
31;04403;2725;;;;;;
31;04452;4820;;;;;;
31;04502;17598;;;;;;
31;04601;14565;;;;;;
31;04700;13967;;;;;;
31;04809;4593;;;;;;
31;04908;18768;;;;;;
31;05004;7614;;;;;;
31;05103;24144;;;;;;
31;05202;4821;;;;;;
31;05301;6146;;;;;;
31;05400;32095;;;;;;
31;05509;4991;;;;;;
31;05608;129630;;;;;;
31;05707;5740;;;;;;
31;05905;20566;;;;;;
31;06002;10412;;;;;;
31;06101;3299;;;;;;
31;06200;2416339;;;;;;
31;06309;24503;;;;;;
31;06408;8946;;;;;;
31;06507;9769;;;;;;
31;06606;4546;;;;;;
31;06655;4277;;;;;;
31;06705;429236;;;;;;
31;06804;3388;;;;;;
31;06903;14331;;;;;;
31;07000;2409;;;;;;
31;07109;41332;;;;;;
31;07208;5508;;;;;;
31;07307;49668;;;;;;
31;07406;53995;;;;;;
31;07505;6968;;;;;;
31;07604;4642;;;;;;
31;07703;5775;;;;;;
31;07802;14756;;;;;;
31;07901;13183;;;;;;
31;08008;17510;;;;;;
31;08107;7672;;;;;;
31;08206;5615;;;;;;
31;08255;10491;;;;;;
31;08305;17811;;;;;;
31;08404;15137;;;;;;
31;08503;5841;;;;;;
31;08552;15432;;;;;;
31;08602;33188;;;;;;
31;08701;4314;;;;;;
31;08800;4475;;;;;;
31;08909;14506;;;;;;
31;09006;40777;;;;;;
31;09105;11161;;;;;;
31;09204;9229;;;;;;
31;09253;4149;;;;;;
31;09303;24693;;;;;;
31;09402;24068;;;;;;
31;09451;6797;;;;;;
31;09501;11396;;;;;;
31;09600;3781;;;;;;
31;09709;12248;;;;;;
31;09808;2346;;;;;;
31;09907;11832;;;;;;
31;10004;39850;;;;;;
31;10103;5463;;;;;;
31;10202;4186;;;;;;
31;10301;14588;;;;;;
31;10400;2867;;;;;;
31;10509;27551;;;;;;
31;10608;30870;;;;;;
31;10707;12560;;;;;;
31;10806;2917;;;;;;
31;10905;16334;;;;;;
31;11002;21143;;;;;;
31;11101;18250;;;;;;
31;11150;3802;;;;;;
31;11200;53943;;;;;;
31;11309;11624;;;;;;
31;11408;8838;;;;;;
31;11507;13136;;;;;;
31;11606;26809;;;;;;
31;11705;4832;;;;;;
31;11804;10755;;;;;;
31;11903;5356;;;;;;
31;12000;14236;;;;;;
31;12059;4039;;;;;;
31;12109;5144;;;;;;
31;12208;4416;;;;;;
31;12307;41536;;;;;;
31;12406;6652;;;;;;
31;12505;11105;;;;;;
31;12604;14899;;;;;;
31;12653;4650;;;;;;
31;12703;14401;;;;;;
31;12802;10863;;;;;;
31;12901;9128;;;;;;
31;13008;19654;;;;;;
31;13107;2960;;;;;;
31;13206;24368;;;;;;
31;13305;32165;;;;;;
31;13404;90687;;;;;;
31;13503;8633;;;;;;
31;13602;7029;;;;;;
31;13701;18852;;;;;;
31;13800;2682;;;;;;
31;13909;11776;;;;;;
31;14006;11279;;;;;;
31;14105;14114;;;;;;
31;14204;24376;;;;;;
31;14303;29899;;;;;;
31;14402;21464;;;;;;
31;14501;18498;;;;;;
31;14550;9630;;;;;;
31;14600;4153;;;;;;
31;14709;3417;;;;;;
31;14808;4507;;;;;;
31;14907;2260;;;;;;
31;15003;2757;;;;;;
31;15102;17495;;;;;;
31;15201;3596;;;;;;
31;15300;67872;;;;;;
31;15359;5668;;;;;;
31;15409;3141;;;;;;
31;15458;7226;;;;;;
31;15474;4805;;;;;;
31;15508;21436;;;;;;
31;15607;1091;;;;;;
31;15706;6243;;;;;;
31;15805;10440;;;;;;
31;15904;3177;;;;;;
31;16001;6261;;;;;;
31;16100;10024;;;;;;
31;16159;12810;;;;;;
31;16209;2865;;;;;;
31;16308;5599;;;;;;
31;16407;4777;;;;;;
31;16506;7259;;;;;;
31;16605;31665;;;;;;
31;16704;7285;;;;;;
31;16803;8251;;;;;;
31;16902;2813;;;;;;
31;17009;6627;;;;;;
31;17108;10668;;;;;;
31;17207;2837;;;;;;
31;17306;29949;;;;;;
31;17405;4503;;;;;;
31;17504;24254;;;;;;
31;17603;5567;;;;;;
31;17702;12780;;;;;;
31;17801;11183;;;;;;
31;17836;7420;;;;;;
31;17876;7676;;;;;;
31;17900;11403;;;;;;
31;18007;54986;;;;;;
31;18106;4927;;;;;;
31;18205;6864;;;;;;
31;18304;137980;;;;;;
31;18403;21113;;;;;;
31;18502;1578;;;;;;
31;18601;649975;;;;;;
31;18700;9197;;;;;;
31;18809;26151;;;;;;
31;18908;7592;;;;;;
31;19005;3247;;;;;;
31;19104;23996;;;;;;
31;19203;11200;;;;;;
31;19302;30013;;;;;;
31;19401;108551;;;;;;
31;19500;8283;;;;;;
31;19609;2799;;;;;;
31;19708;3586;;;;;;
31;19807;2978;;;;;;
31;19906;4429;;;;;;
31;19955;6310;;;;;;
31;20003;2912;;;;;;
31;20102;4346;;;;;;
31;20151;5296;;;;;;
31;20201;12576;;;;;;
31;20300;5165;;;;;;
31;20409;4735;;;;;;
31;20508;10627;;;;;;
31;20607;5633;;;;;;
31;20706;3610;;;;;;
31;20805;15779;;;;;;
31;20839;3994;;;;;;
31;20870;7630;;;;;;
31;20904;83862;;;;;;
31;21001;5618;;;;;;
31;21100;8130;;;;;;
31;21209;8760;;;;;;
31;21258;11003;;;;;;
31;21308;5058;;;;;;
31;21407;7900;;;;;;
31;21506;3059;;;;;;
31;21605;49353;;;;;;
31;21704;3596;;;;;;
31;21803;6789;;;;;;
31;21902;4426;;;;;;
31;22009;21329;;;;;;
31;22108;4186;;;;;;
31;22207;6607;;;;;;
31;22306;242328;;;;;;
31;22355;6513;;;;;;
31;22405;5993;;;;;;
31;22454;10585;;;;;;
31;22470;3767;;;;;;
31;22504;4981;;;;;;
31;22603;5051;;;;;;
31;22702;5350;;;;;;
31;22801;3176;;;;;;
31;22900;6241;;;;;;
31;23007;10313;;;;;;
31;23106;5121;;;;;;
31;23205;12786;;;;;;
31;23304;5159;;;;;;
31;23403;1496;;;;;;
31;23502;1869;;;;;;
31;23528;8038;;;;;;
31;23601;27343;;;;;;
31;23700;14308;;;;;;
31;23809;6411;;;;;;
31;23858;5293;;;;;;
31;23908;15120;;;;;;
31;24005;20951;;;;;;
31;24104;91573;;;;;;
31;24203;24761;;;;;;
31;24302;31385;;;;;;
31;24401;7007;;;;;;
31;24500;11836;;;;;;
31;24609;2204;;;;;;
31;24708;2750;;;;;;
31;24807;6926;;;;;;
31;24906;11075;;;;;;
31;25002;3977;;;;;;
31;25101;57913;;;;;;
31;25200;2662;;;;;;
31;25309;3239;;;;;;
31;25408;5248;;;;;;
31;25507;3098;;;;;;
31;25606;6592;;;;;;
31;25705;14279;;;;;;
31;25804;2825;;;;;;
31;25903;9666;;;;;;
31;25952;10693;;;;;;
31;26000;8386;;;;;;
31;26109;70668;;;;;;
31;26208;8103;;;;;;
31;26307;3485;;;;;;
31;26406;3207;;;;;;
31;26505;7208;;;;;;
31;26604;4564;;;;;;
31;26703;23819;;;;;;
31;26752;5062;;;;;;
31;26802;5741;;;;;;
31;26901;8334;;;;;;
31;26950;3475;;;;;;
31;27008;14909;;;;;;
31;27057;4405;;;;;;
31;27073;4607;;;;;;
31;27107;60942;;;;;;
31;27206;4886;;;;;;
31;27305;6281;;;;;;
31;27339;4863;;;;;;
31;27354;2991;;;;;;
31;27370;2869;;;;;;
31;27388;4190;;;;;;
31;27404;4891;;;;;;
31;27503;5271;;;;;;
31;27602;11549;;;;;;
31;27701;266649;;;;;;
31;27800;14091;;;;;;
31;27909;1426;;;;;;
31;28006;33434;;;;;;
31;28105;14073;;;;;;
31;28204;9921;;;;;;
31;28253;5203;;;;;;
31;28303;19611;;;;;;
31;28402;7780;;;;;;
31;28501;3132;;;;;;
31;28600;6684;;;;;;
31;28709;52621;;;;;;
31;28808;7284;;;;;;
31;28907;8808;;;;;;
31;29004;7850;;;;;;
31;29103;5203;;;;;;
31;29202;6274;;;;;;
31;29301;12486;;;;;;
31;29400;5334;;;;;;
31;29509;22596;;;;;;
31;29608;6254;;;;;;
31;29657;5139;;;;;;
31;29707;11057;;;;;;
31;29806;178713;;;;;;
31;29905;3439;;;;;;
31;30002;2740;;;;;;
31;30051;10912;;;;;;
31;30101;48475;;;;;;
31;30200;11252;;;;;;
31;30309;6845;;;;;;
31;30408;7291;;;;;;
31;30507;13171;;;;;;
31;30556;7208;;;;;;
31;30606;7510;;;;;;
31;30655;6379;;;;;;
31;30705;6309;;;;;;
31;30804;2633;;;;;;
31;30903;23000;;;;;;
31;31000;6435;;;;;;
31;31109;7587;;;;;;
31;31158;17554;;;;;;
31;31208;20095;;;;;;
31;31307;235445;;;;;;
31;31406;3823;;;;;;
31;31505;9299;;;;;;
31;31604;7423;;;;;;
31;31703;117747;;;;;;
31;31802;10560;;;;;;
31;31901;55877;;;;;;
31;32008;4265;;;;;;
31;32107;17521;;;;;;
31;32206;14325;;;;;;
31;32305;10549;;;;;;
31;32404;96632;;;;;;
31;32503;34137;;;;;;
31;32602;3730;;;;;;
31;32701;21296;;;;;;
31;32800;2175;;;;;;
31;32909;11062;;;;;;
31;33006;15193;;;;;;
31;33105;15684;;;;;;
31;33204;11298;;;;;;
31;33303;19354;;;;;;
31;33402;14004;;;;;;
31;33501;21462;;;;;;
31;33600;13332;;;;;;
31;33709;13603;;;;;;
31;33758;14655;;;;;;
31;33808;102500;;;;;;
31;33907;5752;;;;;;
31;34004;13982;;;;;;
31;34103;6218;;;;;;
31;34202;106397;;;;;;
31;34301;6845;;;;;;
31;34400;40011;;;;;;
31;34509;4347;;;;;;
31;34608;21214;;;;;;
31;34707;11169;;;;;;
31;34806;7663;;;;;;
31;34905;26705;;;;;;
31;35001;3173;;;;;;
31;35050;39379;;;;;;
31;35076;4306;;;;;;
31;35100;73281;;;;;;
31;35209;67087;;;;;;
31;35308;4672;;;;;;
31;35357;8357;;;;;;
31;35407;6428;;;;;;
31;35456;6124;;;;;;
31;35506;12652;;;;;;
31;35605;6460;;;;;;
31;35704;6098;;;;;;
31;35803;24509;;;;;;
31;35902;5296;;;;;;
31;36009;14084;;;;;;
31;36108;4304;;;;;;
31;36207;83360;;;;;;
31;36306;48532;;;;;;
31;36405;3891;;;;;;
31;36504;10536;;;;;;
31;36520;3993;;;;;;
31;36553;4352;;;;;;
31;36579;3607;;;;;;
31;36603;6083;;;;;;
31;36652;32726;;;;;;
31;36702;565764;;;;;;
31;36801;3815;;;;;;
31;36900;11543;;;;;;
31;36959;5929;;;;;;
31;37007;14399;;;;;;
31;37106;6672;;;;;;
31;37205;53583;;;;;;
31;37304;3285;;;;;;
31;37403;13116;;;;;;
31;37502;19507;;;;;;
31;37536;9210;;;;;;
31;37601;79981;;;;;;
31;37700;21422;;;;;;
31;37809;20950;;;;;;
31;37908;3226;;;;;;
31;38005;6042;;;;;;
31;38104;7358;;;;;;
31;38203;109884;;;;;;
31;38302;3270;;;;;;
31;38351;4387;;;;;;
31;38401;52696;;;;;;
31;38500;4775;;;;;;
31;38609;17712;;;;;;
31;38625;9087;;;;;;
31;38658;8968;;;;;;
31;38674;7195;;;;;;
31;38682;6329;;;;;;
31;38708;5731;;;;;;
31;38807;18304;;;;;;
31;38906;6579;;;;;;
31;39003;38831;;;;;;
31;39102;5341;;;;;;
31;39201;17751;;;;;;
31;39250;6096;;;;;;
31;39300;19188;;;;;;
31;39409;96545;;;;;;
31;39508;20970;;;;;;
31;39607;27358;;;;;;
31;39706;7518;;;;;;
31;39805;13119;;;;;;
31;39904;14557;;;;;;
31;40001;64058;;;;;;
31;40100;4320;;;;;;
31;40159;16546;;;;;;
31;40209;3532;;;;;;
31;40308;4761;;;;;;
31;40407;3299;;;;;;
31;40506;14461;;;;;;
31;40530;8725;;;;;;
31;40555;9458;;;;;;
31;40605;3982;;;;;;
31;40704;40239;;;;;;
31;40803;14501;;;;;;
31;40852;8975;;;;;;
31;40902;19054;;;;;;
31;41009;12238;;;;;;
31;41108;39291;;;;;;
31;41207;3907;;;;;;
31;41306;4040;;;;;;
31;41405;20492;;;;;;
31;41504;5651;;;;;;
31;41603;10609;;;;;;
31;41702;5038;;;;;;
31;41801;24191;;;;;;
31;41900;3815;;;;;;
31;42007;14029;;;;;;
31;42106;9026;;;;;;
31;42205;13922;;;;;;
31;42254;4011;;;;;;
31;42304;5291;;;;;;
31;42403;7778;;;;;;
31;42502;2196;;;;;;
31;42601;8550;;;;;;
31;42700;14160;;;;;;
31;42809;20666;;;;;;
31;42908;20577;;;;;;
31;43005;13340;;;;;;
31;43104;49354;;;;;;
31;43153;4449;;;;;;
31;43203;21301;;;;;;
31;43302;434321;;;;;;
31;43401;24933;;;;;;
31;43450;6979;;;;;;
31;43500;9364;;;;;;
31;43609;2438;;;;;;
31;43708;3174;;;;;;
31;43807;7857;;;;;;
31;43906;108161;;;;;;
31;44003;28670;;;;;;
31;44102;22527;;;;;;
31;44201;2437;;;;;;
31;44300;35554;;;;;;
31;44359;6442;;;;;;
31;44375;3626;;;;;;
31;44409;4800;;;;;;
31;44508;8390;;;;;;
31;44607;25774;;;;;;
31;44656;10915;;;;;;
31;44672;3156;;;;;;
31;44706;17807;;;;;;
31;44805;119142;;;;;;
31;44904;3731;;;;;;
31;45000;15113;;;;;;
31;45059;6780;;;;;;
31;45109;16854;;;;;;
31;45208;112910;;;;;;
31;45307;27453;;;;;;
31;45356;10501;;;;;;
31;45372;4630;;;;;;
31;45406;1986;;;;;;
31;45455;5520;;;;;;
31;45505;2616;;;;;;
31;45604;40552;;;;;;
31;45703;2062;;;;;;
31;45802;3027;;;;;;
31;45851;5076;;;;;;
31;45877;8759;;;;;;
31;45901;40411;;;;;;
31;46008;33227;;;;;;
31;46107;77601;;;;;;
31;46206;5858;;;;;;
31;46255;5085;;;;;;
31;46305;17537;;;;;;
31;46404;4273;;;;;;
31;46503;8341;;;;;;
31;46552;5634;;;;;;
31;46602;1498;;;;;;
31;46701;5742;;;;;;
31;46750;6373;;;;;;
31;46909;14207;;;;;;
31;47006;98397;;;;;;
31;47105;102033;;;;;;
31;47204;22357;;;;;;
31;47303;21005;;;;;;
31;47402;24800;;;;;;
31;47501;1617;;;;;;
31;47600;15842;;;;;;
31;47709;8696;;;;;;
31;47808;2301;;;;;;
31;47907;116530;;;;;;
31;47956;4863;;;;;;
31;48004;167870;;;;;;
31;48103;93852;;;;;;
31;48202;5735;;;;;;
31;48301;8786;;;;;;
31;48400;4429;;;;;;
31;48509;8168;;;;;;
31;48608;17843;;;;;;
31;48707;24999;;;;;;
31;48756;7559;;;;;;
31;48806;3371;;;;;;
31;48905;4232;;;;;;
31;49002;2883;;;;;;
31;49101;10924;;;;;;
31;49150;10619;;;;;;
31;49200;3404;;;;;;
31;49309;64910;;;;;;
31;49408;1854;;;;;;
31;49507;3448;;;;;;
31;49606;4258;;;;;;
31;49705;12925;;;;;;
31;49804;17830;;;;;;
31;49903;21991;;;;;;
31;49952;6647;;;;;;
31;50000;3587;;;;;;
31;50109;2854;;;;;;
31;50158;8883;;;;;;
31;50208;4056;;;;;;
31;50307;4697;;;;;;
31;50406;5175;;;;;;
31;50505;8794;;;;;;
31;50539;4845;;;;;;
31;50570;7231;;;;;;
31;50604;6884;;;;;;
31;50703;5762;;;;;;
31;50802;17360;;;;;;
31;50901;6271;;;;;;
31;51008;9451;;;;;;
31;51107;11408;;;;;;
31;51206;57543;;;;;;
31;51305;11958;;;;;;
31;51404;27734;;;;;;
31;51503;37742;;;;;;
31;51602;11484;;;;;;
31;51701;16791;;;;;;
31;51800;171533;;;;;;
31;51909;8468;;;;;;
31;52006;32305;;;;;;
31;52105;59569;;;;;;
31;52131;3807;;;;;;
31;52170;11077;;;;;;
31;52204;38668;;;;;;
31;52303;10825;;;;;;
31;52402;13751;;;;;;
31;52501;160751;;;;;;
31;52600;6755;;;;;;
31;52709;9327;;;;;;
31;52808;29578;;;;;;
31;52907;8551;;;;;;
31;53004;3673;;;;;;
31;53103;4883;;;;;;
31;53202;3493;;;;;;
31;53301;3154;;;;;;
31;53400;19177;;;;;;
31;53509;8596;;;;;;
31;53608;11940;;;;;;
31;53707;3237;;;;;;
31;53806;1800;;;;;;
31;53905;16735;;;;;;
31;54002;23882;;;;;;
31;54101;11337;;;;;;
31;54150;8170;;;;;;
31;54200;11520;;;;;;
31;54309;17612;;;;;;
31;54408;4641;;;;;;
31;54457;6890;;;;;;
31;54507;8886;;;;;;
31;54606;344828;;;;;;
31;54705;4201;;;;;;
31;54804;10626;;;;;;
31;54903;12921;;;;;;
31;55009;2542;;;;;;
31;55108;4679;;;;;;
31;55207;5479;;;;;;
31;55306;5727;;;;;;
31;55405;8689;;;;;;
31;55504;15143;;;;;;
31;55603;29123;;;;;;
31;55702;15001;;;;;;
31;55801;17856;;;;;;
31;55900;5240;;;;;;
31;56007;12815;;;;;;
31;56106;5115;;;;;;
31;56205;2363;;;;;;
31;56304;9064;;;;;;
31;56403;3440;;;;;;
31;56452;4896;;;;;;
31;56502;5572;;;;;;
31;56601;10575;;;;;;
31;56700;134286;;;;;;
31;56809;14382;;;;;;
31;56908;27891;;;;;;
31;57005;41641;;;;;;
31;57104;6164;;;;;;
31;57203;31756;;;;;;
31;57252;8737;;;;;;
31;57278;3199;;;;;;
31;57302;4262;;;;;;
31;57336;8321;;;;;;
31;57377;3944;;;;;;
31;57401;4743;;;;;;
31;57500;4067;;;;;;
31;57609;3551;;;;;;
31;57658;6059;;;;;;
31;57708;16568;;;;;;
31;57807;229483;;;;;;
31;57906;16903;;;;;;
31;58003;10716;;;;;;
31;58102;4803;;;;;;
31;58201;12898;;;;;;
31;58300;6781;;;;;;
31;58409;3553;;;;;;
31;58508;7079;;;;;;
31;58607;3819;;;;;;
31;58706;2175;;;;;;
31;58805;4265;;;;;;
31;58904;9236;;;;;;
31;58953;48286;;;;;;
31;59001;5579;;;;;;
31;59100;3507;;;;;;
31;59209;8588;;;;;;
31;59308;4836;;;;;;
31;59357;6952;;;;;;
31;59407;3344;;;;;;
31;59506;5973;;;;;;
31;59605;42320;;;;;;
31;59704;3476;;;;;;
31;59803;21745;;;;;;
31;59902;17651;;;;;;
31;60009;3881;;;;;;
31;60108;4342;;;;;;
31;60207;3979;;;;;;
31;60306;10397;;;;;;
31;60405;28358;;;;;;
31;60454;6743;;;;;;
31;60504;1853;;;;;;
31;60603;2720;;;;;;
31;60702;43392;;;;;;
31;60801;4835;;;;;;
31;60900;4133;;;;;;
31;60959;5778;;;;;;
31;61007;17771;;;;;;
31;61056;3252;;;;;;
31;61106;54239;;;;;;
31;61205;6293;;;;;;
31;61304;5857;;;;;;
31;61403;4866;;;;;;
31;61502;10517;;;;;;
31;61601;3258;;;;;;
31;61650;3175;;;;;;
31;61700;7521;;;;;;
31;61809;12192;;;;;;
31;61908;12353;;;;;;
31;62005;24480;;;;;;
31;62104;43309;;;;;;
31;62203;7912;;;;;;
31;62252;4950;;;;;;
31;62302;3000;;;;;;
31;62401;24269;;;;;;
31;62450;13467;;;;;;
31;62500;94062;;;;;;
31;62559;11614;;;;;;
31;62575;5468;;;;;;
31;62609;7139;;;;;;
31;62658;4052;;;;;;
31;62708;24604;;;;;;
31;62807;15617;;;;;;
31;62906;26478;;;;;;
31;62922;36496;;;;;;
